Index,Age,Overall,Weak Foot,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
9205,32,66,3.0,10.0,9.0,19.0,23.0,9.0,8.0,9.0,10.0,18.0,22.0,49.0,54.0,40.0,62.0,48.0,22.0,66.0,33.0,65.0,10.0,24.0,29.0,13.0,35.0,20.0,25.0,12.0,18.0,18.0,68.0,62.0,56.0,65.0,70.0
9209,25,66,2.0,16.0,17.0,15.0,30.0,14.0,16.0,18.0,12.0,26.0,31.0,55.0,47.0,31.0,60.0,57.0,33.0,66.0,36.0,57.0,18.0,19.0,26.0,19.0,31.0,30.0,47.0,20.0,20.0,17.0,66.0,65.0,63.0,64.0,66.0
9210,31,66,2.0,15.0,20.0,14.0,29.0,9.0,15.0,17.0,18.0,25.0,23.0,35.0,41.0,30.0,63.0,42.0,23.0,60.0,41.0,67.0,13.0,24.0,20.0,13.0,13.0,25.0,54.0,18.0,18.0,13.0,67.0,62.0,62.0,62.0,71.0
9213,28,66,1.0,14.0,8.0,15.0,19.0,9.0,14.0,11.0,8.0,17.0,15.0,19.0,26.0,29.0,54.0,28.0,26.0,48.0,23.0,75.0,10.0,19.0,9.0,7.0,21.0,10.0,57.0,13.0,14.0,11.0,62.0,68.0,67.0,62.0,73.0
9218,34,66,3.0,15.0,9.0,12.0,26.0,8.0,13.0,13.0,11.0,30.0,16.0,35.0,42.0,50.0,63.0,50.0,25.0,68.0,42.0,65.0,8.0,27.0,13.0,7.0,35.0,19.0,46.0,11.0,12.0,15.0,64.0,68.0,53.0,69.0,65.0
9245,24,66,3.0,11.0,10.0,11.0,30.0,12.0,13.0,17.0,18.0,34.0,20.0,40.0,49.0,35.0,52.0,51.0,18.0,54.0,36.0,60.0,10.0,20.0,21.0,13.0,42.0,16.0,50.0,9.0,16.0,17.0,68.0,64.0,61.0,64.0,70.0
9264,29,66,1.0,14.0,10.0,11.0,35.0,12.0,16.0,11.0,16.0,42.0,21.0,29.0,31.0,39.0,64.0,28.0,42.0,33.0,18.0,52.0,11.0,19.0,14.0,6.0,48.0,32.0,49.0,16.0,9.0,10.0,63.0,65.0,57.0,66.0,69.0
9275,34,66,3.0,14.0,11.0,14.0,23.0,10.0,15.0,11.0,12.0,22.0,19.0,33.0,35.0,33.0,66.0,34.0,24.0,76.0,42.0,74.0,9.0,40.0,16.0,9.0,17.0,22.0,57.0,11.0,14.0,15.0,66.0,65.0,57.0,64.0,66.0
9276,35,66,2.0,11.0,12.0,10.0,23.0,19.0,13.0,16.0,20.0,24.0,23.0,40.0,37.0,50.0,62.0,35.0,40.0,58.0,34.0,63.0,17.0,40.0,24.0,14.0,30.0,23.0,54.0,10.0,12.0,13.0,67.0,64.0,72.0,66.0,62.0
9294,19,66,3.0,11.0,7.0,11.0,19.0,6.0,12.0,12.0,10.0,18.0,12.0,48.0,46.0,44.0,62.0,35.0,19.0,62.0,16.0,62.0,5.0,17.0,11.0,6.0,35.0,17.0,50.0,8.0,14.0,13.0,68.0,62.0,61.0,63.0,69.0
9297,25,66,2.0,10.0,7.0,22.0,19.0,12.0,25.0,24.0,14.0,28.0,20.0,42.0,44.0,42.0,53.0,53.0,23.0,71.0,37.0,47.0,9.0,38.0,16.0,9.0,37.0,14.0,53.0,9.0,10.0,10.0,68.0,66.0,61.0,65.0,70.0
9304,31,66,3.0,9.0,12.0,15.0,36.0,14.0,8.0,16.0,9.0,33.0,30.0,45.0,53.0,65.0,69.0,66.0,40.0,71.0,40.0,47.0,17.0,43.0,23.0,18.0,23.0,28.0,46.0,12.0,15.0,13.0,63.0,65.0,63.0,65.0,63.0
9322,27,66,2.0,16.0,11.0,13.0,31.0,11.0,14.0,16.0,12.0,22.0,21.0,36.0,38.0,39.0,60.0,42.0,19.0,65.0,24.0,70.0,12.0,31.0,12.0,8.0,30.0,20.0,52.0,9.0,14.0,11.0,65.0,63.0,64.0,64.0,69.0
9332,27,66,2.0,13.0,12.0,11.0,33.0,15.0,15.0,16.0,11.0,36.0,24.0,31.0,28.0,55.0,51.0,52.0,25.0,44.0,30.0,65.0,14.0,40.0,26.0,14.0,43.0,13.0,46.0,18.0,13.0,13.0,67.0,66.0,65.0,66.0,68.0
9352,22,66,3.0,10.0,9.0,14.0,21.0,6.0,9.0,13.0,12.0,16.0,11.0,33.0,26.0,29.0,61.0,24.0,17.0,32.0,20.0,63.0,6.0,22.0,8.0,7.0,23.0,12.0,49.0,9.0,11.0,10.0,68.0,65.0,60.0,66.0,64.0
9361,34,66,3.0,13.0,12.0,15.0,15.0,13.0,15.0,14.0,13.0,28.0,14.0,53.0,32.0,41.0,63.0,44.0,22.0,69.0,32.0,64.0,14.0,35.0,19.0,6.0,30.0,21.0,31.0,12.0,13.0,14.0,66.0,64.0,55.0,65.0,70.0
9370,28,66,3.0,11.0,16.0,12.0,28.0,19.0,16.0,14.0,18.0,21.0,16.0,51.0,48.0,39.0,65.0,50.0,24.0,65.0,35.0,78.0,16.0,41.0,18.0,18.0,59.0,23.0,56.0,15.0,12.0,20.0,70.0,64.0,67.0,57.0,68.0
9392,30,66,2.0,18.0,12.0,16.0,25.0,11.0,11.0,12.0,13.0,24.0,22.0,49.0,40.0,37.0,55.0,44.0,18.0,51.0,32.0,71.0,12.0,17.0,27.0,14.0,22.0,23.0,57.0,7.0,16.0,16.0,69.0,64.0,63.0,63.0,69.0
9400,20,66,3.0,15.0,17.0,21.0,26.0,8.0,15.0,9.0,9.0,28.0,12.0,31.0,20.0,32.0,64.0,20.0,21.0,37.0,22.0,55.0,13.0,17.0,12.0,9.0,52.0,21.0,48.0,8.0,12.0,11.0,63.0,65.0,60.0,70.0,65.0
9402,37,66,3.0,13.0,11.0,11.0,34.0,11.0,14.0,17.0,12.0,33.0,23.0,33.0,34.0,29.0,64.0,36.0,22.0,69.0,30.0,71.0,12.0,32.0,27.0,15.0,60.0,12.0,64.0,20.0,11.0,11.0,65.0,66.0,71.0,63.0,66.0
9404,25,66,3.0,18.0,11.0,15.0,33.0,10.0,12.0,11.0,15.0,33.0,29.0,40.0,42.0,42.0,65.0,38.0,30.0,64.0,29.0,55.0,14.0,25.0,9.0,5.0,40.0,23.0,44.0,12.0,11.0,13.0,68.0,62.0,64.0,61.0,70.0
9407,21,66,5.0,15.0,18.0,13.0,29.0,13.0,18.0,20.0,20.0,18.0,20.0,49.0,46.0,34.0,64.0,58.0,18.0,61.0,39.0,70.0,18.0,23.0,20.0,10.0,22.0,16.0,32.0,23.0,14.0,13.0,65.0,62.0,63.0,63.0,69.0
9421,30,66,3.0,11.0,18.0,14.0,28.0,18.0,11.0,11.0,13.0,27.0,20.0,47.0,41.0,40.0,61.0,38.0,17.0,55.0,44.0,65.0,16.0,25.0,25.0,15.0,59.0,12.0,30.0,15.0,11.0,12.0,68.0,67.0,62.0,64.0,63.0
9436,23,66,3.0,16.0,18.0,15.0,35.0,12.0,25.0,20.0,15.0,32.0,31.0,45.0,48.0,44.0,60.0,31.0,21.0,65.0,30.0,63.0,16.0,25.0,25.0,12.0,57.0,21.0,54.0,17.0,14.0,16.0,66.0,64.0,65.0,66.0,68.0
9443,22,66,2.0,13.0,5.0,10.0,24.0,9.0,11.0,13.0,10.0,22.0,15.0,33.0,15.0,29.0,60.0,41.0,23.0,67.0,18.0,73.0,6.0,26.0,13.0,6.0,44.0,16.0,45.0,10.0,11.0,10.0,68.0,60.0,68.0,66.0,69.0
9446,20,66,3.0,15.0,16.0,20.0,24.0,18.0,18.0,19.0,16.0,20.0,17.0,62.0,63.0,32.0,52.0,61.0,18.0,58.0,41.0,65.0,16.0,22.0,19.0,19.0,29.0,12.0,57.0,7.0,18.0,20.0,70.0,66.0,62.0,64.0,68.0
9449,26,66,2.0,13.0,8.0,12.0,25.0,5.0,10.0,11.0,13.0,18.0,11.0,28.0,32.0,32.0,62.0,47.0,26.0,64.0,21.0,73.0,7.0,22.0,10.0,7.0,53.0,16.0,32.0,12.0,14.0,10.0,66.0,64.0,59.0,63.0,70.0
9452,30,66,3.0,15.0,12.0,17.0,13.0,12.0,17.0,12.0,15.0,34.0,22.0,62.0,45.0,56.0,68.0,23.0,20.0,61.0,37.0,65.0,11.0,32.0,13.0,13.0,50.0,19.0,65.0,20.0,17.0,24.0,66.0,64.0,70.0,61.0,64.0
9457,25,66,2.0,12.0,14.0,13.0,29.0,16.0,17.0,15.0,19.0,27.0,18.0,40.0,40.0,38.0,56.0,54.0,20.0,59.0,29.0,64.0,15.0,25.0,22.0,20.0,15.0,19.0,55.0,12.0,16.0,13.0,67.0,64.0,62.0,64.0,69.0
9462,38,66,3.0,13.0,11.0,14.0,36.0,14.0,11.0,10.0,12.0,32.0,24.0,50.0,51.0,52.0,58.0,58.0,23.0,67.0,22.0,70.0,12.0,21.0,23.0,12.0,58.0,19.0,65.0,19.0,15.0,14.0,66.0,66.0,68.0,66.0,66.0
9468,23,66,3.0,19.0,15.0,12.0,32.0,19.0,21.0,19.0,20.0,18.0,27.0,48.0,43.0,30.0,54.0,54.0,21.0,51.0,38.0,58.0,18.0,19.0,14.0,6.0,18.0,27.0,46.0,24.0,20.0,16.0,67.0,63.0,58.0,67.0,71.0
9479,28,66,2.0,15.0,17.0,18.0,40.0,13.0,12.0,23.0,14.0,26.0,18.0,38.0,48.0,60.0,66.0,48.0,22.0,72.0,41.0,43.0,17.0,28.0,13.0,7.0,33.0,18.0,64.0,15.0,19.0,21.0,71.0,61.0,55.0,60.0,69.0
9484,40,66,1.0,12.0,10.0,20.0,25.0,12.0,16.0,14.0,11.0,21.0,23.0,34.0,42.0,37.0,64.0,40.0,25.0,42.0,30.0,60.0,9.0,23.0,21.0,13.0,45.0,24.0,26.0,30.0,10.0,19.0,60.0,66.0,64.0,73.0,63.0
9491,23,66,2.0,18.0,16.0,16.0,27.0,16.0,16.0,16.0,17.0,24.0,19.0,38.0,40.0,37.0,59.0,33.0,20.0,52.0,33.0,67.0,16.0,25.0,15.0,12.0,36.0,22.0,52.0,11.0,11.0,14.0,63.0,66.0,67.0,64.0,68.0
9565,26,66,2.0,13.0,13.0,18.0,23.0,9.0,14.0,10.0,15.0,16.0,22.0,33.0,33.0,48.0,73.0,43.0,17.0,59.0,34.0,68.0,14.0,21.0,14.0,14.0,48.0,21.0,58.0,20.0,12.0,13.0,69.0,60.0,55.0,63.0,68.0
9567,22,66,3.0,15.0,16.0,14.0,31.0,15.0,18.0,18.0,15.0,24.0,18.0,59.0,48.0,35.0,59.0,45.0,20.0,70.0,34.0,70.0,20.0,21.0,20.0,14.0,35.0,20.0,52.0,12.0,17.0,20.0,68.0,65.0,68.0,65.0,65.0
9573,23,66,2.0,22.0,20.0,18.0,28.0,20.0,19.0,23.0,16.0,22.0,16.0,42.0,41.0,32.0,67.0,56.0,24.0,51.0,31.0,53.0,14.0,38.0,11.0,9.0,49.0,21.0,44.0,21.0,15.0,25.0,63.0,65.0,62.0,65.0,68.0
9592,28,66,2.0,11.0,16.0,20.0,29.0,18.0,12.0,20.0,20.0,33.0,21.0,38.0,35.0,38.0,51.0,30.0,19.0,54.0,34.0,66.0,18.0,31.0,16.0,11.0,11.0,12.0,47.0,16.0,13.0,13.0,64.0,65.0,66.0,69.0,70.0
9614,27,66,2.0,13.0,16.0,16.0,11.0,12.0,15.0,16.0,13.0,15.0,18.0,26.0,24.0,28.0,56.0,29.0,14.0,33.0,30.0,52.0,17.0,25.0,14.0,15.0,24.0,20.0,30.0,12.0,20.0,12.0,68.0,66.0,64.0,64.0,65.0
9618,24,66,2.0,19.0,19.0,13.0,31.0,15.0,18.0,17.0,20.0,20.0,16.0,37.0,42.0,33.0,57.0,30.0,22.0,52.0,44.0,76.0,18.0,19.0,18.0,19.0,32.0,23.0,46.0,16.0,14.0,13.0,64.0,66.0,65.0,69.0,67.0
9636,32,66,3.0,19.0,14.0,29.0,32.0,20.0,24.0,20.0,22.0,41.0,22.0,48.0,45.0,33.0,52.0,55.0,17.0,61.0,31.0,69.0,20.0,22.0,23.0,15.0,45.0,22.0,39.0,26.0,15.0,23.0,66.0,63.0,62.0,65.0,73.0
9639,23,66,2.0,13.0,13.0,12.0,31.0,17.0,14.0,15.0,14.0,22.0,24.0,46.0,44.0,39.0,68.0,38.0,18.0,55.0,32.0,66.0,19.0,24.0,18.0,15.0,25.0,25.0,61.0,19.0,19.0,14.0,67.0,60.0,60.0,64.0,70.0
9689,38,66,3.0,18.0,13.0,14.0,29.0,14.0,14.0,18.0,14.0,31.0,23.0,50.0,52.0,70.0,71.0,53.0,23.0,70.0,21.0,65.0,13.0,26.0,24.0,17.0,42.0,21.0,46.0,21.0,13.0,14.0,64.0,66.0,67.0,63.0,63.0
9695,34,66,2.0,20.0,14.0,15.0,30.0,18.0,19.0,17.0,16.0,14.0,26.0,45.0,43.0,46.0,62.0,60.0,26.0,56.0,28.0,60.0,15.0,26.0,27.0,19.0,12.0,33.0,53.0,14.0,21.0,17.0,66.0,64.0,61.0,66.0,68.0
9705,25,66,3.0,11.0,5.0,10.0,24.0,9.0,8.0,13.0,13.0,21.0,14.0,26.0,31.0,23.0,51.0,27.0,18.0,66.0,28.0,60.0,6.0,26.0,7.0,7.0,24.0,17.0,41.0,18.0,12.0,10.0,67.0,64.0,68.0,70.0,67.0
9727,27,66,3.0,13.0,12.0,18.0,27.0,19.0,12.0,18.0,12.0,32.0,20.0,42.0,44.0,30.0,62.0,41.0,21.0,61.0,42.0,75.0,15.0,30.0,24.0,17.0,54.0,21.0,46.0,10.0,13.0,17.0,65.0,66.0,62.0,66.0,64.0
9743,35,66,2.0,12.0,13.0,17.0,41.0,8.0,30.0,13.0,14.0,35.0,22.0,36.0,42.0,58.0,58.0,44.0,22.0,64.0,28.0,56.0,14.0,33.0,23.0,15.0,44.0,22.0,57.0,12.0,24.0,25.0,67.0,64.0,60.0,69.0,65.0
9748,27,66,2.0,13.0,10.0,10.0,11.0,11.0,19.0,16.0,12.0,11.0,23.0,13.0,22.0,30.0,62.0,35.0,22.0,54.0,19.0,75.0,13.0,17.0,10.0,10.0,33.0,21.0,63.0,18.0,19.0,11.0,70.0,62.0,51.0,59.0,74.0
9755,31,66,3.0,14.0,16.0,20.0,28.0,16.0,19.0,14.0,15.0,37.0,15.0,50.0,44.0,43.0,68.0,40.0,23.0,55.0,35.0,77.0,14.0,25.0,18.0,14.0,14.0,17.0,56.0,30.0,18.0,18.0,63.0,66.0,64.0,65.0,66.0
9756,25,66,3.0,14.0,8.0,16.0,33.0,12.0,11.0,10.0,13.0,29.0,19.0,31.0,33.0,49.0,48.0,22.0,23.0,31.0,29.0,58.0,7.0,19.0,11.0,8.0,38.0,15.0,55.0,17.0,13.0,12.0,66.0,64.0,65.0,67.0,70.0
9765,19,66,3.0,15.0,13.0,13.0,28.0,14.0,12.0,16.0,13.0,26.0,15.0,48.0,46.0,40.0,63.0,43.0,21.0,61.0,30.0,66.0,11.0,22.0,15.0,9.0,32.0,20.0,46.0,12.0,14.0,11.0,64.0,65.0,65.0,64.0,69.0
9775,22,66,3.0,20.0,14.0,17.0,25.0,13.0,13.0,14.0,16.0,18.0,23.0,25.0,31.0,32.0,57.0,40.0,20.0,42.0,22.0,36.0,18.0,26.0,13.0,6.0,34.0,22.0,33.0,28.0,18.0,16.0,67.0,65.0,63.0,64.0,68.0
9786,30,66,4.0,19.0,9.0,15.0,22.0,8.0,14.0,15.0,14.0,23.0,15.0,32.0,27.0,36.0,52.0,33.0,23.0,44.0,23.0,54.0,15.0,28.0,15.0,5.0,31.0,14.0,24.0,16.0,21.0,19.0,66.0,68.0,65.0,67.0,66.0
9789,30,66,3.0,9.0,12.0,8.0,32.0,12.0,13.0,12.0,11.0,25.0,22.0,43.0,38.0,32.0,62.0,57.0,21.0,59.0,28.0,63.0,9.0,22.0,28.0,15.0,38.0,24.0,13.0,8.0,10.0,9.0,66.0,64.0,60.0,66.0,68.0
9795,29,66,2.0,13.0,8.0,12.0,34.0,13.0,13.0,14.0,13.0,38.0,15.0,47.0,46.0,52.0,60.0,55.0,23.0,72.0,26.0,71.0,16.0,31.0,24.0,13.0,35.0,22.0,46.0,15.0,12.0,10.0,68.0,65.0,60.0,68.0,65.0
9804,33,66,2.0,12.0,8.0,11.0,26.0,7.0,11.0,9.0,11.0,17.0,18.0,14.0,28.0,36.0,54.0,33.0,19.0,53.0,20.0,61.0,7.0,23.0,9.0,9.0,36.0,11.0,56.0,13.0,13.0,9.0,66.0,70.0,62.0,67.0,65.0
9811,27,66,3.0,9.0,12.0,11.0,26.0,9.0,10.0,13.0,13.0,23.0,22.0,35.0,60.0,33.0,57.0,56.0,21.0,54.0,43.0,55.0,17.0,23.0,26.0,13.0,57.0,19.0,57.0,25.0,14.0,12.0,67.0,64.0,65.0,65.0,67.0
9817,26,66,2.0,10.0,11.0,20.0,24.0,13.0,12.0,13.0,12.0,19.0,24.0,31.0,31.0,57.0,55.0,51.0,15.0,50.0,24.0,62.0,13.0,33.0,19.0,13.0,32.0,24.0,42.0,15.0,14.0,11.0,66.0,62.0,60.0,64.0,74.0
9818,26,66,4.0,15.0,14.0,18.0,27.0,13.0,12.0,18.0,18.0,18.0,27.0,38.0,36.0,42.0,71.0,40.0,21.0,55.0,30.0,65.0,16.0,29.0,11.0,8.0,39.0,26.0,55.0,11.0,14.0,14.0,67.0,67.0,59.0,61.0,64.0
9827,30,66,3.0,19.0,15.0,19.0,28.0,17.0,17.0,11.0,15.0,34.0,18.0,46.0,34.0,47.0,70.0,41.0,19.0,62.0,34.0,62.0,16.0,33.0,16.0,6.0,45.0,18.0,42.0,22.0,15.0,13.0,66.0,63.0,70.0,64.0,62.0
9831,21,66,3.0,11.0,8.0,13.0,23.0,6.0,10.0,14.0,13.0,26.0,20.0,35.0,33.0,40.0,68.0,50.0,21.0,68.0,21.0,65.0,7.0,30.0,14.0,8.0,37.0,16.0,58.0,13.0,11.0,10.0,69.0,59.0,62.0,63.0,70.0
9835,25,66,3.0,14.0,13.0,20.0,37.0,17.0,19.0,15.0,12.0,34.0,38.0,51.0,50.0,47.0,61.0,42.0,18.0,63.0,30.0,64.0,16.0,19.0,23.0,15.0,44.0,30.0,44.0,15.0,12.0,20.0,67.0,64.0,67.0,64.0,68.0
9841,26,66,2.0,9.0,9.0,12.0,24.0,6.0,5.0,9.0,10.0,25.0,18.0,38.0,35.0,40.0,64.0,47.0,22.0,60.0,33.0,42.0,7.0,22.0,9.0,6.0,35.0,15.0,43.0,23.0,21.0,20.0,70.0,60.0,64.0,60.0,71.0
9847,28,66,3.0,10.0,9.0,14.0,23.0,11.0,17.0,12.0,12.0,21.0,16.0,37.0,41.0,38.0,64.0,43.0,18.0,68.0,36.0,53.0,12.0,30.0,14.0,8.0,31.0,19.0,43.0,10.0,9.0,15.0,65.0,62.0,60.0,68.0,69.0
9866,26,66,2.0,12.0,11.0,13.0,20.0,13.0,12.0,11.0,11.0,23.0,16.0,29.0,23.0,59.0,63.0,68.0,34.0,63.0,40.0,72.0,11.0,16.0,28.0,16.0,57.0,14.0,47.0,9.0,16.0,17.0,67.0,62.0,61.0,64.0,67.0
9868,35,66,3.0,10.0,10.0,14.0,26.0,10.0,11.0,12.0,9.0,24.0,18.0,34.0,36.0,43.0,55.0,42.0,19.0,51.0,30.0,59.0,11.0,23.0,15.0,9.0,27.0,13.0,54.0,12.0,12.0,13.0,65.0,64.0,61.0,69.0,67.0
9872,27,66,3.0,13.0,18.0,12.0,26.0,15.0,14.0,16.0,17.0,24.0,26.0,30.0,44.0,38.0,56.0,58.0,25.0,55.0,34.0,54.0,14.0,21.0,18.0,15.0,14.0,23.0,27.0,18.0,12.0,13.0,68.0,66.0,66.0,68.0,63.0
9894,22,66,2.0,21.0,10.0,26.0,30.0,11.0,14.0,25.0,24.0,32.0,18.0,45.0,44.0,61.0,59.0,50.0,25.0,60.0,37.0,65.0,27.0,22.0,22.0,14.0,35.0,24.0,36.0,11.0,12.0,11.0,65.0,68.0,60.0,65.0,67.0
9907,24,66,2.0,11.0,16.0,15.0,19.0,17.0,11.0,11.0,15.0,17.0,20.0,28.0,30.0,36.0,63.0,25.0,19.0,30.0,30.0,62.0,15.0,26.0,22.0,17.0,59.0,16.0,54.0,12.0,13.0,14.0,64.0,61.0,60.0,67.0,68.0
9910,24,66,3.0,14.0,19.0,16.0,30.0,15.0,16.0,12.0,15.0,24.0,21.0,45.0,46.0,61.0,64.0,55.0,16.0,53.0,22.0,60.0,19.0,24.0,22.0,13.0,43.0,24.0,60.0,15.0,18.0,14.0,66.0,64.0,64.0,64.0,68.0
9915,27,66,3.0,10.0,7.0,13.0,16.0,8.0,13.0,13.0,13.0,19.0,10.0,28.0,32.0,41.0,64.0,41.0,23.0,68.0,19.0,62.0,8.0,17.0,7.0,5.0,33.0,14.0,27.0,11.0,10.0,13.0,65.0,63.0,60.0,64.0,70.0
9924,28,66,3.0,10.0,18.0,13.0,25.0,17.0,11.0,12.0,14.0,15.0,18.0,33.0,23.0,36.0,63.0,35.0,20.0,41.0,26.0,64.0,16.0,16.0,21.0,18.0,57.0,16.0,61.0,12.0,10.0,12.0,65.0,65.0,63.0,65.0,65.0
9934,22,65,2.0,16.0,19.0,17.0,25.0,17.0,15.0,14.0,18.0,25.0,15.0,47.0,48.0,36.0,63.0,54.0,24.0,61.0,27.0,67.0,14.0,26.0,21.0,15.0,28.0,21.0,43.0,20.0,21.0,14.0,65.0,62.0,59.0,64.0,67.0
9935,18,65,2.0,10.0,11.0,11.0,29.0,9.0,13.0,15.0,14.0,25.0,17.0,25.0,23.0,26.0,49.0,23.0,29.0,40.0,19.0,63.0,8.0,26.0,11.0,6.0,23.0,13.0,22.0,16.0,10.0,13.0,68.0,65.0,66.0,64.0,68.0
9944,26,65,3.0,17.0,16.0,15.0,28.0,18.0,12.0,15.0,18.0,43.0,16.0,43.0,41.0,48.0,59.0,45.0,22.0,61.0,24.0,72.0,14.0,26.0,16.0,11.0,23.0,25.0,67.0,16.0,16.0,13.0,68.0,57.0,65.0,63.0,71.0
9961,23,65,2.0,16.0,13.0,13.0,29.0,13.0,21.0,15.0,20.0,23.0,24.0,41.0,46.0,34.0,52.0,45.0,16.0,59.0,32.0,68.0,16.0,21.0,23.0,12.0,23.0,23.0,34.0,28.0,13.0,14.0,64.0,60.0,59.0,66.0,72.0
9968,33,65,2.0,17.0,10.0,11.0,26.0,10.0,12.0,20.0,13.0,22.0,16.0,59.0,49.0,39.0,65.0,21.0,21.0,59.0,29.0,64.0,12.0,32.0,22.0,11.0,42.0,19.0,45.0,13.0,12.0,12.0,67.0,65.0,63.0,64.0,60.0
9970,34,65,1.0,12.0,14.0,15.0,29.0,15.0,11.0,12.0,14.0,27.0,24.0,40.0,41.0,50.0,65.0,42.0,24.0,66.0,28.0,56.0,13.0,28.0,12.0,8.0,32.0,16.0,30.0,14.0,15.0,14.0,65.0,62.0,52.0,65.0,67.0
9972,38,65,3.0,19.0,12.0,20.0,29.0,20.0,19.0,20.0,13.0,33.0,21.0,45.0,42.0,33.0,60.0,43.0,23.0,68.0,38.0,71.0,12.0,29.0,25.0,15.0,33.0,22.0,62.0,23.0,20.0,19.0,64.0,65.0,64.0,68.0,63.0
9977,27,65,3.0,14.0,18.0,18.0,25.0,20.0,13.0,14.0,13.0,17.0,25.0,45.0,42.0,35.0,61.0,53.0,19.0,52.0,20.0,65.0,13.0,19.0,21.0,17.0,42.0,19.0,57.0,17.0,18.0,13.0,66.0,61.0,61.0,67.0,63.0
9983,32,65,4.0,13.0,17.0,13.0,29.0,20.0,12.0,14.0,20.0,17.0,15.0,46.0,48.0,30.0,58.0,53.0,15.0,60.0,30.0,62.0,20.0,18.0,16.0,11.0,45.0,24.0,55.0,15.0,18.0,12.0,65.0,63.0,66.0,62.0,67.0
9986,36,65,3.0,13.0,11.0,11.0,11.0,14.0,13.0,14.0,16.0,30.0,22.0,32.0,50.0,41.0,56.0,61.0,21.0,56.0,30.0,64.0,12.0,34.0,17.0,19.0,47.0,17.0,65.0,22.0,20.0,13.0,66.0,66.0,62.0,68.0,63.0
10000,26,65,3.0,13.0,10.0,15.0,30.0,12.0,13.0,15.0,14.0,30.0,20.0,44.0,42.0,38.0,64.0,36.0,22.0,60.0,33.0,69.0,11.0,25.0,24.0,12.0,31.0,18.0,32.0,28.0,13.0,11.0,65.0,64.0,62.0,61.0,66.0
10002,24,65,3.0,24.0,17.0,13.0,32.0,14.0,16.0,14.0,13.0,30.0,18.0,42.0,43.0,36.0,57.0,40.0,24.0,64.0,42.0,73.0,10.0,24.0,19.0,13.0,49.0,24.0,51.0,23.0,18.0,16.0,66.0,65.0,68.0,63.0,66.0
10014,30,65,2.0,8.0,8.0,9.0,23.0,9.0,9.0,10.0,9.0,22.0,24.0,52.0,47.0,47.0,56.0,35.0,19.0,62.0,24.0,72.0,9.0,17.0,24.0,12.0,17.0,24.0,54.0,23.0,9.0,9.0,65.0,65.0,66.0,62.0,66.0
10016,27,65,2.0,27.0,17.0,28.0,40.0,20.0,27.0,25.0,32.0,37.0,39.0,63.0,59.0,46.0,60.0,67.0,45.0,67.0,44.0,69.0,17.0,38.0,24.0,18.0,40.0,42.0,39.0,13.0,19.0,20.0,69.0,61.0,62.0,58.0,70.0
10027,22,65,3.0,13.0,10.0,16.0,23.0,12.0,10.0,10.0,15.0,20.0,21.0,40.0,44.0,33.0,63.0,47.0,23.0,54.0,31.0,72.0,15.0,23.0,12.0,10.0,25.0,18.0,37.0,19.0,15.0,13.0,64.0,62.0,65.0,62.0,67.0
10045,27,65,2.0,25.0,20.0,17.0,45.0,17.0,22.0,16.0,18.0,38.0,15.0,45.0,51.0,38.0,52.0,66.0,18.0,58.0,44.0,63.0,20.0,34.0,29.0,15.0,38.0,21.0,41.0,14.0,18.0,17.0,66.0,63.0,60.0,67.0,68.0
10056,29,65,3.0,14.0,11.0,18.0,19.0,12.0,15.0,12.0,14.0,15.0,22.0,38.0,42.0,39.0,61.0,22.0,42.0,50.0,32.0,78.0,13.0,34.0,28.0,14.0,36.0,22.0,39.0,21.0,19.0,14.0,64.0,65.0,62.0,66.0,63.0
10072,31,65,3.0,10.0,13.0,10.0,34.0,12.0,10.0,11.0,11.0,18.0,17.0,31.0,40.0,33.0,53.0,40.0,16.0,34.0,30.0,52.0,6.0,24.0,11.0,11.0,12.0,17.0,51.0,20.0,15.0,12.0,65.0,67.0,62.0,67.0,64.0
10082,35,65,3.0,12.0,12.0,20.0,27.0,14.0,14.0,15.0,13.0,24.0,20.0,53.0,48.0,48.0,60.0,56.0,22.0,66.0,24.0,71.0,12.0,35.0,18.0,15.0,37.0,14.0,60.0,13.0,14.0,15.0,67.0,58.0,64.0,65.0,70.0
10086,31,65,1.0,15.0,12.0,10.0,49.0,12.0,11.0,12.0,13.0,45.0,12.0,58.0,59.0,55.0,54.0,30.0,26.0,74.0,19.0,66.0,14.0,41.0,30.0,12.0,55.0,13.0,37.0,15.0,14.0,11.0,68.0,61.0,60.0,67.0,68.0
10091,29,65,4.0,10.0,8.0,10.0,48.0,12.0,10.0,9.0,8.0,36.0,29.0,29.0,26.0,31.0,59.0,49.0,24.0,68.0,30.0,61.0,12.0,42.0,20.0,13.0,47.0,22.0,36.0,12.0,14.0,13.0,64.0,65.0,62.0,66.0,65.0
