Index,Age,Overall,Weak Foot,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
10385,21,65,2.0,ST,36.0,64.0,59.0,55.0,59.0,63.0,60.0,40.0,53.0,64.0,74.0,73.0,62.0,59.0,62.0,70.0,60.0,55.0,66.0,63.0,45.0,15.0,64.0,59.0,69.0,57.0,21.0,21.0,16.0,12.0,14.0,12.0,8.0,9.0
10399,30,65,3.0,ST,45.0,65.0,64.0,53.0,53.0,68.0,54.0,49.0,38.0,62.0,72.0,76.0,69.0,63.0,69.0,69.0,75.0,71.0,70.0,52.0,53.0,42.0,60.0,55.0,65.0,60.0,32.0,14.0,11.0,11.0,12.0,8.0,6.0,16.0
10400,32,65,3.0,ST,45.0,65.0,70.0,52.0,50.0,61.0,49.0,40.0,47.0,58.0,54.0,53.0,52.0,64.0,48.0,64.0,60.0,60.0,73.0,64.0,52.0,35.0,72.0,49.0,70.0,46.0,20.0,24.0,23.0,11.0,12.0,13.0,9.0,12.0
10402,27,65,4.0,LS,29.0,66.0,62.0,46.0,66.0,62.0,67.0,70.0,53.0,67.0,52.0,53.0,62.0,57.0,54.0,76.0,74.0,64.0,77.0,66.0,47.0,19.0,69.0,53.0,55.0,59.0,29.0,13.0,18.0,19.0,17.0,15.0,13.0,14.0
10406,23,65,3.0,ST,52.0,67.0,43.0,67.0,65.0,74.0,65.0,48.0,43.0,73.0,78.0,68.0,91.0,64.0,90.0,63.0,68.0,60.0,31.0,59.0,51.0,24.0,69.0,63.0,56.0,58.0,28.0,35.0,30.0,15.0,10.0,10.0,7.0,11.0
10414,25,65,3.0,ST,32.0,66.0,62.0,58.0,63.0,69.0,37.0,33.0,31.0,70.0,50.0,54.0,48.0,59.0,42.0,67.0,60.0,64.0,79.0,68.0,54.0,34.0,58.0,51.0,60.0,48.0,25.0,25.0,26.0,6.0,7.0,14.0,12.0,7.0
10426,23,65,2.0,ST,34.0,66.0,74.0,62.0,62.0,62.0,51.0,29.0,27.0,64.0,30.0,32.0,40.0,58.0,33.0,66.0,30.0,54.0,92.0,59.0,57.0,20.0,68.0,47.0,65.0,61.0,16.0,24.0,23.0,12.0,13.0,10.0,10.0,10.0
10432,18,65,3.0,ST,32.0,62.0,56.0,63.0,54.0,64.0,44.0,30.0,33.0,59.0,89.0,86.0,65.0,57.0,77.0,65.0,54.0,58.0,69.0,47.0,33.0,16.0,66.0,56.0,61.0,43.0,30.0,19.0,15.0,9.0,8.0,10.0,8.0,13.0
10434,26,65,3.0,ST,59.0,63.0,61.0,62.0,35.0,65.0,30.0,29.0,42.0,63.0,89.0,85.0,69.0,66.0,54.0,62.0,59.0,80.0,71.0,58.0,55.0,24.0,60.0,54.0,68.0,61.0,33.0,38.0,22.0,9.0,11.0,14.0,14.0,6.0
10437,20,65,3.0,ST,39.0,66.0,68.0,63.0,47.0,60.0,44.0,36.0,43.0,63.0,70.0,73.0,69.0,59.0,52.0,60.0,69.0,61.0,68.0,55.0,42.0,25.0,64.0,52.0,61.0,65.0,19.0,18.0,15.0,9.0,9.0,7.0,9.0,11.0
10442,22,65,3.0,ST,28.0,69.0,67.0,66.0,50.0,62.0,41.0,30.0,35.0,65.0,61.0,63.0,62.0,60.0,55.0,58.0,69.0,61.0,70.0,57.0,25.0,29.0,66.0,45.0,64.0,56.0,22.0,26.0,23.0,6.0,11.0,10.0,14.0,6.0
10443,24,65,3.0,ST,57.0,67.0,59.0,63.0,64.0,66.0,58.0,56.0,53.0,63.0,73.0,74.0,64.0,50.0,62.0,62.0,60.0,62.0,65.0,61.0,30.0,29.0,67.0,65.0,68.0,59.0,39.0,40.0,29.0,12.0,12.0,8.0,6.0,12.0
10458,31,65,3.0,ST,34.0,68.0,69.0,55.0,63.0,62.0,39.0,28.0,32.0,63.0,39.0,52.0,51.0,70.0,47.0,71.0,72.0,60.0,75.0,58.0,63.0,26.0,64.0,48.0,66.0,50.0,33.0,32.0,29.0,7.0,12.0,8.0,14.0,9.0
10465,21,65,3.0,LS,48.0,68.0,50.0,56.0,55.0,61.0,60.0,52.0,51.0,62.0,85.0,80.0,87.0,61.0,77.0,67.0,75.0,72.0,63.0,62.0,45.0,30.0,61.0,55.0,55.0,65.0,25.0,33.0,40.0,13.0,16.0,10.0,14.0,12.0
10471,20,65,3.0,LS,38.0,66.0,53.0,52.0,52.0,64.0,39.0,35.0,31.0,63.0,86.0,88.0,71.0,62.0,60.0,59.0,72.0,62.0,62.0,61.0,35.0,25.0,64.0,53.0,55.0,58.0,53.0,23.0,24.0,11.0,10.0,13.0,15.0,14.0
10473,30,65,2.0,ST,63.0,58.0,51.0,62.0,59.0,68.0,65.0,60.0,57.0,67.0,90.0,89.0,82.0,64.0,82.0,58.0,31.0,74.0,63.0,52.0,35.0,51.0,67.0,64.0,60.0,60.0,35.0,23.0,21.0,14.0,14.0,11.0,6.0,6.0
10474,22,65,3.0,ST,62.0,61.0,57.0,64.0,64.0,68.0,68.0,69.0,58.0,66.0,77.0,76.0,84.0,67.0,87.0,65.0,61.0,59.0,34.0,60.0,70.0,56.0,71.0,64.0,60.0,70.0,37.0,40.0,37.0,16.0,14.0,15.0,12.0,9.0
10479,20,65,5.0,CF,59.0,61.0,58.0,60.0,63.0,65.0,69.0,58.0,56.0,67.0,78.0,75.0,70.0,63.0,63.0,65.0,60.0,53.0,58.0,62.0,45.0,23.0,61.0,67.0,61.0,60.0,26.0,22.0,14.0,10.0,13.0,9.0,13.0,13.0
10491,29,65,2.0,ST,59.0,62.0,61.0,58.0,53.0,60.0,59.0,32.0,45.0,62.0,83.0,92.0,65.0,60.0,52.0,66.0,64.0,76.0,80.0,55.0,50.0,38.0,60.0,60.0,38.0,61.0,39.0,29.0,12.0,13.0,12.0,16.0,7.0,15.0
10500,24,65,3.0,ST,35.0,64.0,58.0,58.0,58.0,63.0,43.0,26.0,32.0,66.0,65.0,68.0,63.0,60.0,54.0,70.0,63.0,70.0,81.0,57.0,43.0,22.0,65.0,51.0,64.0,60.0,22.0,27.0,20.0,12.0,12.0,8.0,12.0,10.0
10501,18,65,3.0,ST,50.0,66.0,59.0,59.0,55.0,65.0,48.0,45.0,49.0,64.0,74.0,78.0,70.0,62.0,66.0,60.0,63.0,61.0,59.0,59.0,45.0,16.0,64.0,50.0,65.0,59.0,22.0,17.0,14.0,6.0,10.0,7.0,7.0,8.0
10502,33,65,2.0,ST,48.0,65.0,63.0,64.0,63.0,58.0,46.0,34.0,53.0,52.0,50.0,50.0,36.0,68.0,57.0,75.0,51.0,74.0,88.0,61.0,85.0,59.0,63.0,56.0,47.0,66.0,51.0,60.0,52.0,5.0,8.0,9.0,9.0,8.0
10510,26,65,4.0,ST,56.0,64.0,63.0,52.0,66.0,61.0,38.0,64.0,33.0,65.0,73.0,69.0,74.0,61.0,58.0,68.0,78.0,63.0,70.0,61.0,34.0,22.0,63.0,58.0,59.0,62.0,34.0,26.0,23.0,8.0,7.0,16.0,14.0,16.0
10517,22,65,3.0,ST,47.0,66.0,57.0,55.0,67.0,72.0,31.0,27.0,28.0,64.0,86.0,84.0,79.0,57.0,75.0,64.0,88.0,62.0,55.0,58.0,44.0,19.0,61.0,47.0,48.0,48.0,20.0,15.0,17.0,5.0,8.0,5.0,10.0,11.0
10518,29,65,3.0,ST,47.0,64.0,58.0,54.0,60.0,67.0,41.0,30.0,29.0,69.0,80.0,84.0,75.0,56.0,67.0,69.0,75.0,70.0,72.0,63.0,58.0,14.0,55.0,47.0,66.0,49.0,17.0,20.0,19.0,16.0,14.0,7.0,11.0,11.0
10528,26,65,4.0,RS,35.0,69.0,66.0,50.0,58.0,57.0,41.0,59.0,46.0,60.0,57.0,61.0,43.0,65.0,51.0,68.0,57.0,67.0,80.0,66.0,63.0,20.0,65.0,57.0,66.0,51.0,38.0,28.0,27.0,7.0,14.0,10.0,8.0,7.0
10531,25,65,3.0,ST,23.0,68.0,75.0,58.0,54.0,53.0,34.0,27.0,44.0,63.0,46.0,49.0,54.0,56.0,52.0,65.0,67.0,67.0,87.0,58.0,47.0,15.0,68.0,54.0,71.0,56.0,20.0,16.0,21.0,6.0,10.0,13.0,12.0,9.0
10538,29,65,3.0,ST,47.0,64.0,58.0,55.0,56.0,62.0,51.0,37.0,46.0,58.0,78.0,81.0,62.0,60.0,65.0,68.0,63.0,79.0,83.0,59.0,67.0,35.0,64.0,56.0,66.0,64.0,38.0,27.0,13.0,6.0,6.0,12.0,10.0,6.0
10539,18,65,3.0,ST,28.0,67.0,44.0,56.0,44.0,72.0,32.0,34.0,28.0,71.0,80.0,81.0,73.0,70.0,62.0,58.0,57.0,52.0,64.0,60.0,27.0,16.0,65.0,47.0,62.0,65.0,12.0,16.0,14.0,11.0,9.0,15.0,10.0,15.0
10546,25,65,3.0,ST,32.0,66.0,68.0,60.0,52.0,60.0,42.0,22.0,41.0,62.0,60.0,65.0,52.0,57.0,46.0,64.0,56.0,77.0,83.0,59.0,56.0,25.0,62.0,53.0,49.0,48.0,34.0,40.0,25.0,9.0,6.0,13.0,6.0,9.0
10548,36,65,2.0,ST,61.0,69.0,74.0,65.0,68.0,65.0,61.0,69.0,51.0,70.0,26.0,31.0,37.0,60.0,31.0,72.0,55.0,52.0,82.0,61.0,67.0,19.0,57.0,58.0,65.0,72.0,28.0,21.0,22.0,16.0,10.0,15.0,11.0,16.0
10550,25,65,3.0,ST,44.0,65.0,64.0,59.0,55.0,57.0,49.0,64.0,42.0,58.0,64.0,64.0,61.0,55.0,62.0,74.0,66.0,67.0,80.0,65.0,52.0,22.0,65.0,32.0,69.0,57.0,37.0,14.0,13.0,8.0,12.0,13.0,9.0,6.0
10557,19,65,3.0,ST,46.0,68.0,59.0,57.0,54.0,61.0,61.0,37.0,51.0,60.0,74.0,78.0,59.0,62.0,64.0,67.0,55.0,60.0,61.0,63.0,38.0,14.0,61.0,52.0,63.0,52.0,33.0,22.0,23.0,14.0,8.0,15.0,5.0,7.0
10567,19,65,3.0,RS,61.0,62.0,34.0,60.0,54.0,73.0,51.0,40.0,38.0,69.0,86.0,83.0,80.0,56.0,75.0,75.0,68.0,60.0,46.0,63.0,39.0,15.0,53.0,54.0,49.0,50.0,18.0,21.0,28.0,13.0,7.0,9.0,7.0,6.0
10570,21,65,4.0,RS,47.0,67.0,59.0,52.0,54.0,65.0,56.0,33.0,34.0,66.0,80.0,86.0,85.0,59.0,74.0,66.0,67.0,67.0,63.0,58.0,32.0,31.0,61.0,52.0,69.0,58.0,30.0,34.0,18.0,7.0,13.0,15.0,12.0,8.0
10571,19,65,3.0,ST,38.0,69.0,64.0,51.0,41.0,56.0,53.0,33.0,45.0,56.0,72.0,70.0,60.0,59.0,60.0,72.0,62.0,64.0,61.0,56.0,30.0,17.0,68.0,50.0,58.0,64.0,21.0,15.0,15.0,8.0,9.0,9.0,8.0,11.0
10575,34,65,3.0,ST,34.0,59.0,53.0,61.0,72.0,72.0,59.0,49.0,43.0,62.0,81.0,87.0,77.0,63.0,80.0,65.0,60.0,63.0,49.0,61.0,41.0,38.0,71.0,46.0,62.0,59.0,22.0,23.0,31.0,12.0,18.0,17.0,18.0,14.0
10578,21,65,3.0,ST,32.0,55.0,69.0,48.0,65.0,59.0,32.0,33.0,35.0,59.0,81.0,72.0,76.0,65.0,64.0,72.0,66.0,83.0,78.0,59.0,76.0,10.0,64.0,54.0,55.0,58.0,24.0,13.0,10.0,13.0,14.0,5.0,15.0,11.0
10581,33,65,3.0,ST,38.0,68.0,71.0,49.0,61.0,44.0,56.0,42.0,38.0,53.0,57.0,54.0,41.0,66.0,56.0,76.0,56.0,56.0,90.0,57.0,81.0,39.0,68.0,46.0,66.0,58.0,28.0,33.0,28.0,6.0,6.0,11.0,9.0,7.0
10582,34,65,3.0,RS,58.0,63.0,58.0,55.0,61.0,59.0,56.0,52.0,48.0,60.0,71.0,69.0,72.0,69.0,73.0,64.0,72.0,80.0,73.0,58.0,70.0,52.0,67.0,61.0,64.0,66.0,28.0,33.0,25.0,15.0,8.0,16.0,16.0,12.0
10585,28,65,4.0,ST,50.0,67.0,56.0,56.0,62.0,63.0,62.0,56.0,45.0,65.0,74.0,76.0,72.0,61.0,70.0,73.0,80.0,72.0,73.0,63.0,61.0,44.0,56.0,62.0,64.0,57.0,16.0,23.0,18.0,8.0,12.0,9.0,13.0,14.0
10586,25,65,3.0,ST,32.0,67.0,61.0,52.0,58.0,54.0,57.0,50.0,46.0,59.0,69.0,74.0,61.0,67.0,62.0,61.0,69.0,52.0,72.0,58.0,57.0,35.0,69.0,65.0,65.0,64.0,22.0,35.0,18.0,15.0,13.0,15.0,13.0,13.0
10587,24,65,3.0,ST,41.0,64.0,58.0,53.0,54.0,63.0,41.0,39.0,33.0,60.0,90.0,90.0,73.0,62.0,51.0,64.0,58.0,62.0,58.0,58.0,44.0,23.0,65.0,51.0,60.0,64.0,37.0,25.0,21.0,12.0,16.0,15.0,8.0,12.0
10592,26,65,3.0,ST,43.0,58.0,58.0,63.0,55.0,66.0,49.0,45.0,57.0,62.0,73.0,74.0,72.0,71.0,63.0,71.0,58.0,59.0,63.0,63.0,55.0,37.0,63.0,65.0,62.0,60.0,24.0,32.0,43.0,7.0,11.0,7.0,11.0,9.0
10593,21,65,5.0,ST,32.0,65.0,63.0,59.0,57.0,68.0,53.0,32.0,45.0,67.0,73.0,77.0,86.0,51.0,70.0,64.0,75.0,57.0,81.0,55.0,32.0,13.0,56.0,48.0,59.0,51.0,28.0,15.0,19.0,5.0,9.0,9.0,12.0,14.0
10608,25,65,3.0,ST,40.0,66.0,64.0,54.0,57.0,64.0,54.0,27.0,37.0,62.0,63.0,69.0,68.0,63.0,59.0,62.0,65.0,67.0,80.0,61.0,56.0,11.0,65.0,57.0,64.0,62.0,22.0,15.0,17.0,11.0,5.0,8.0,7.0,10.0
10612,29,65,4.0,ST,67.0,65.0,66.0,65.0,57.0,69.0,69.0,57.0,57.0,70.0,79.0,67.0,66.0,66.0,64.0,60.0,53.0,67.0,44.0,55.0,38.0,34.0,63.0,63.0,80.0,62.0,55.0,23.0,14.0,9.0,6.0,12.0,8.0,12.0
10643,24,65,3.0,ST,40.0,62.0,60.0,60.0,54.0,66.0,54.0,42.0,50.0,67.0,81.0,78.0,64.0,53.0,59.0,64.0,80.0,78.0,78.0,50.0,70.0,29.0,64.0,59.0,64.0,54.0,22.0,17.0,17.0,8.0,13.0,9.0,11.0,6.0
10662,24,65,3.0,ST,44.0,66.0,63.0,56.0,58.0,57.0,42.0,30.0,40.0,63.0,62.0,68.0,69.0,63.0,64.0,64.0,79.0,72.0,76.0,50.0,62.0,17.0,68.0,58.0,62.0,64.0,21.0,23.0,14.0,9.0,8.0,8.0,9.0,9.0
10664,22,65,3.0,ST,58.0,59.0,53.0,60.0,42.0,60.0,37.0,34.0,48.0,62.0,87.0,87.0,74.0,62.0,77.0,60.0,66.0,72.0,78.0,52.0,58.0,24.0,72.0,50.0,66.0,54.0,50.0,32.0,22.0,15.0,16.0,7.0,6.0,14.0
10668,20,65,3.0,ST,58.0,61.0,47.0,54.0,58.0,68.0,60.0,40.0,41.0,65.0,80.0,90.0,72.0,65.0,56.0,69.0,60.0,75.0,68.0,60.0,27.0,16.0,65.0,41.0,56.0,55.0,21.0,13.0,13.0,11.0,14.0,13.0,5.0,14.0
10670,21,65,3.0,ST,52.0,65.0,71.0,56.0,58.0,63.0,57.0,27.0,26.0,62.0,67.0,71.0,54.0,58.0,53.0,61.0,63.0,56.0,78.0,58.0,62.0,26.0,60.0,53.0,60.0,61.0,28.0,21.0,25.0,11.0,9.0,9.0,10.0,11.0
10676,24,65,3.0,ST,51.0,65.0,63.0,57.0,54.0,61.0,49.0,31.0,45.0,64.0,59.0,63.0,60.0,67.0,57.0,66.0,56.0,58.0,78.0,60.0,44.0,26.0,65.0,59.0,65.0,60.0,21.0,25.0,27.0,10.0,11.0,14.0,11.0,12.0
10679,33,65,3.0,ST,37.0,66.0,61.0,64.0,69.0,59.0,51.0,53.0,61.0,67.0,70.0,54.0,74.0,61.0,77.0,69.0,71.0,64.0,52.0,64.0,50.0,32.0,70.0,62.0,67.0,47.0,26.0,26.0,29.0,14.0,9.0,11.0,11.0,8.0
10692,20,65,4.0,ST,51.0,62.0,68.0,60.0,43.0,60.0,47.0,37.0,45.0,62.0,75.0,80.0,69.0,64.0,57.0,66.0,67.0,51.0,67.0,56.0,55.0,38.0,62.0,55.0,70.0,53.0,42.0,35.0,28.0,12.0,9.0,13.0,6.0,8.0
10706,25,65,4.0,ST,34.0,62.0,69.0,49.0,57.0,59.0,40.0,29.0,34.0,62.0,76.0,77.0,76.0,69.0,79.0,72.0,88.0,72.0,69.0,58.0,30.0,15.0,58.0,45.0,59.0,65.0,22.0,14.0,19.0,6.0,7.0,5.0,15.0,11.0
10709,29,65,3.0,RS,42.0,56.0,74.0,59.0,55.0,53.0,44.0,38.0,46.0,61.0,48.0,66.0,42.0,66.0,47.0,71.0,59.0,67.0,82.0,53.0,64.0,40.0,69.0,55.0,63.0,59.0,39.0,33.0,19.0,14.0,13.0,15.0,8.0,10.0
10715,27,65,4.0,RS,40.0,64.0,67.0,57.0,60.0,58.0,55.0,40.0,50.0,62.0,65.0,67.0,55.0,55.0,62.0,68.0,80.0,75.0,83.0,58.0,84.0,18.0,62.0,55.0,56.0,61.0,20.0,22.0,19.0,11.0,11.0,10.0,7.0,10.0
10716,26,65,3.0,ST,44.0,64.0,71.0,51.0,61.0,58.0,31.0,31.0,31.0,61.0,45.0,54.0,46.0,64.0,32.0,70.0,64.0,69.0,93.0,53.0,57.0,19.0,66.0,52.0,63.0,64.0,29.0,21.0,17.0,12.0,7.0,11.0,9.0,5.0
10719,26,65,3.0,RS,50.0,65.0,59.0,55.0,54.0,62.0,41.0,36.0,39.0,62.0,80.0,77.0,77.0,60.0,72.0,65.0,62.0,72.0,79.0,55.0,47.0,32.0,65.0,54.0,57.0,58.0,23.0,16.0,30.0,14.0,6.0,7.0,16.0,16.0
10722,25,65,3.0,ST,38.0,66.0,68.0,51.0,53.0,59.0,34.0,25.0,40.0,63.0,61.0,67.0,60.0,63.0,68.0,64.0,81.0,76.0,74.0,46.0,57.0,26.0,67.0,49.0,64.0,61.0,25.0,25.0,20.0,11.0,7.0,12.0,13.0,6.0
10732,23,65,3.0,RS,46.0,61.0,64.0,59.0,51.0,60.0,51.0,32.0,48.0,61.0,67.0,68.0,66.0,59.0,78.0,75.0,77.0,55.0,79.0,55.0,61.0,23.0,67.0,55.0,58.0,48.0,28.0,21.0,23.0,16.0,15.0,8.0,9.0,12.0
10735,21,65,3.0,ST,42.0,64.0,54.0,60.0,51.0,61.0,48.0,41.0,42.0,60.0,79.0,88.0,74.0,59.0,69.0,68.0,74.0,74.0,70.0,61.0,63.0,28.0,64.0,53.0,54.0,58.0,21.0,16.0,21.0,7.0,7.0,12.0,6.0,14.0
10752,19,65,3.0,ST,51.0,68.0,62.0,59.0,58.0,60.0,42.0,67.0,49.0,63.0,69.0,68.0,59.0,62.0,68.0,61.0,66.0,61.0,55.0,65.0,51.0,12.0,67.0,62.0,61.0,62.0,20.0,16.0,14.0,8.0,13.0,8.0,14.0,11.0
10779,35,65,4.0,RS,48.0,72.0,80.0,46.0,65.0,38.0,59.0,43.0,38.0,63.0,32.0,30.0,38.0,66.0,40.0,70.0,43.0,48.0,93.0,66.0,61.0,35.0,71.0,58.0,60.0,68.0,35.0,36.0,12.0,14.0,8.0,14.0,11.0,10.0
10782,29,65,3.0,ST,47.0,71.0,48.0,49.0,54.0,46.0,47.0,49.0,37.0,64.0,73.0,82.0,69.0,74.0,48.0,62.0,60.0,54.0,77.0,62.0,51.0,15.0,65.0,33.0,55.0,53.0,17.0,14.0,11.0,11.0,12.0,10.0,10.0,16.0
10793,22,65,2.0,ST,39.0,70.0,67.0,56.0,44.0,66.0,44.0,38.0,44.0,62.0,63.0,70.0,68.0,58.0,65.0,67.0,61.0,57.0,61.0,64.0,47.0,20.0,60.0,51.0,68.0,56.0,19.0,14.0,22.0,5.0,9.0,7.0,9.0,5.0
10814,30,65,3.0,ST,54.0,61.0,59.0,59.0,59.0,63.0,49.0,54.0,42.0,64.0,69.0,78.0,82.0,62.0,86.0,66.0,72.0,63.0,75.0,60.0,75.0,23.0,66.0,59.0,43.0,62.0,41.0,12.0,15.0,16.0,7.0,7.0,12.0,11.0
10817,23,65,3.0,ST,45.0,63.0,61.0,56.0,52.0,63.0,48.0,38.0,38.0,65.0,78.0,76.0,70.0,65.0,62.0,64.0,79.0,69.0,69.0,62.0,42.0,21.0,65.0,57.0,55.0,58.0,26.0,25.0,24.0,7.0,7.0,7.0,15.0,13.0
10822,28,65,3.0,ST,55.0,62.0,61.0,60.0,63.0,57.0,53.0,41.0,56.0,53.0,90.0,90.0,79.0,64.0,88.0,70.0,90.0,66.0,57.0,58.0,43.0,34.0,65.0,58.0,59.0,62.0,40.0,25.0,21.0,9.0,13.0,16.0,13.0,13.0
10828,27,65,4.0,LS,62.0,64.0,53.0,63.0,59.0,68.0,60.0,50.0,52.0,67.0,74.0,75.0,71.0,63.0,69.0,61.0,64.0,72.0,62.0,64.0,65.0,30.0,62.0,57.0,56.0,48.0,37.0,24.0,15.0,6.0,12.0,14.0,9.0,16.0
10829,25,65,3.0,ST,54.0,56.0,64.0,64.0,45.0,67.0,28.0,29.0,46.0,65.0,77.0,84.0,74.0,58.0,56.0,64.0,65.0,63.0,77.0,47.0,63.0,28.0,68.0,63.0,59.0,55.0,30.0,40.0,35.0,12.0,16.0,9.0,6.0,15.0
10832,32,65,3.0,ST,54.0,64.0,64.0,59.0,59.0,62.0,50.0,45.0,48.0,66.0,57.0,64.0,70.0,68.0,55.0,67.0,70.0,63.0,73.0,62.0,44.0,13.0,63.0,47.0,65.0,54.0,26.0,11.0,11.0,16.0,10.0,12.0,16.0,7.0
10846,25,65,2.0,ST,47.0,71.0,63.0,45.0,58.0,64.0,32.0,45.0,33.0,66.0,73.0,76.0,64.0,53.0,62.0,62.0,66.0,64.0,78.0,59.0,42.0,19.0,62.0,55.0,65.0,47.0,18.0,13.0,19.0,8.0,6.0,11.0,13.0,15.0
10859,19,65,5.0,ST,35.0,66.0,66.0,55.0,52.0,57.0,38.0,28.0,48.0,64.0,68.0,71.0,65.0,61.0,55.0,64.0,65.0,59.0,64.0,55.0,57.0,21.0,67.0,58.0,62.0,60.0,24.0,15.0,18.0,10.0,8.0,7.0,10.0,12.0
10861,24,65,3.0,ST,35.0,61.0,51.0,58.0,57.0,65.0,53.0,33.0,48.0,62.0,85.0,88.0,70.0,60.0,71.0,69.0,58.0,67.0,75.0,60.0,65.0,15.0,59.0,55.0,60.0,50.0,14.0,27.0,19.0,8.0,15.0,12.0,7.0,13.0
10865,22,65,4.0,ST,30.0,70.0,70.0,49.0,67.0,57.0,36.0,33.0,34.0,55.0,55.0,66.0,47.0,61.0,35.0,68.0,67.0,59.0,90.0,48.0,63.0,24.0,63.0,45.0,50.0,49.0,23.0,36.0,28.0,12.0,5.0,15.0,13.0,9.0
10867,22,65,4.0,ST,55.0,68.0,63.0,58.0,62.0,63.0,59.0,48.0,52.0,63.0,73.0,74.0,75.0,60.0,64.0,62.0,73.0,63.0,60.0,56.0,55.0,25.0,66.0,59.0,58.0,69.0,19.0,25.0,27.0,15.0,12.0,9.0,14.0,12.0
10869,27,65,3.0,ST,51.0,66.0,68.0,56.0,59.0,61.0,59.0,57.0,44.0,58.0,68.0,79.0,66.0,54.0,60.0,66.0,71.0,48.0,78.0,60.0,55.0,38.0,65.0,51.0,63.0,56.0,19.0,45.0,19.0,6.0,6.0,6.0,7.0,12.0
10871,26,65,3.0,ST,55.0,61.0,62.0,56.0,55.0,63.0,58.0,49.0,51.0,63.0,76.0,80.0,70.0,64.0,70.0,68.0,90.0,63.0,71.0,58.0,56.0,51.0,63.0,51.0,60.0,67.0,25.0,39.0,41.0,12.0,6.0,13.0,10.0,9.0
10879,25,65,3.0,RS,35.0,68.0,65.0,47.0,51.0,64.0,33.0,29.0,35.0,64.0,56.0,62.0,59.0,60.0,65.0,67.0,73.0,54.0,72.0,56.0,27.0,20.0,69.0,46.0,67.0,63.0,21.0,23.0,20.0,9.0,12.0,9.0,13.0,12.0
10883,28,65,3.0,LS,38.0,67.0,61.0,61.0,53.0,64.0,39.0,32.0,57.0,69.0,70.0,73.0,64.0,57.0,67.0,61.0,61.0,67.0,65.0,59.0,65.0,19.0,64.0,52.0,56.0,61.0,41.0,19.0,18.0,6.0,12.0,5.0,12.0,9.0
10889,27,65,3.0,ST,49.0,68.0,66.0,54.0,58.0,57.0,47.0,19.0,44.0,62.0,54.0,67.0,56.0,50.0,65.0,71.0,61.0,74.0,85.0,53.0,41.0,33.0,63.0,54.0,66.0,54.0,28.0,13.0,12.0,8.0,12.0,6.0,7.0,15.0
10891,24,65,3.0,ST,35.0,71.0,48.0,58.0,69.0,72.0,56.0,42.0,36.0,68.0,76.0,73.0,83.0,57.0,79.0,57.0,65.0,64.0,58.0,50.0,36.0,21.0,70.0,39.0,62.0,59.0,29.0,16.0,19.0,15.0,9.0,12.0,7.0,7.0
10896,26,65,3.0,ST,22.0,67.0,71.0,58.0,58.0,50.0,39.0,21.0,34.0,60.0,62.0,65.0,51.0,66.0,61.0,62.0,76.0,61.0,79.0,53.0,62.0,53.0,69.0,55.0,57.0,60.0,55.0,58.0,54.0,15.0,13.0,8.0,8.0,7.0
10916,24,65,3.0,ST,26.0,62.0,76.0,53.0,51.0,50.0,31.0,25.0,22.0,64.0,60.0,78.0,49.0,61.0,52.0,67.0,67.0,51.0,79.0,54.0,45.0,20.0,65.0,41.0,58.0,61.0,17.0,18.0,22.0,10.0,6.0,6.0,6.0,12.0
10926,30,65,2.0,ST,49.0,65.0,69.0,58.0,53.0,57.0,56.0,35.0,42.0,58.0,73.0,72.0,69.0,62.0,67.0,61.0,85.0,83.0,79.0,55.0,69.0,46.0,68.0,53.0,60.0,62.0,26.0,29.0,26.0,8.0,16.0,7.0,6.0,13.0
10950,20,65,3.0,ST,25.0,70.0,72.0,46.0,53.0,67.0,53.0,24.0,33.0,65.0,80.0,89.0,65.0,47.0,54.0,57.0,69.0,55.0,81.0,62.0,77.0,16.0,53.0,51.0,53.0,52.0,24.0,23.0,19.0,12.0,9.0,10.0,8.0,9.0
10951,23,65,3.0,ST,53.0,68.0,58.0,51.0,48.0,65.0,56.0,60.0,30.0,63.0,79.0,75.0,68.0,57.0,60.0,62.0,69.0,76.0,68.0,58.0,36.0,18.0,69.0,55.0,58.0,64.0,29.0,15.0,17.0,9.0,12.0,7.0,11.0,10.0
10960,26,65,4.0,ST,52.0,64.0,65.0,55.0,64.0,57.0,49.0,57.0,47.0,60.0,65.0,71.0,61.0,63.0,57.0,67.0,72.0,72.0,83.0,61.0,51.0,17.0,66.0,41.0,48.0,64.0,23.0,18.0,20.0,7.0,14.0,10.0,13.0,15.0
10973,20,64,3.0,LS,31.0,65.0,65.0,62.0,53.0,61.0,28.0,25.0,43.0,64.0,55.0,55.0,62.0,62.0,52.0,62.0,68.0,59.0,76.0,54.0,51.0,25.0,63.0,58.0,47.0,51.0,23.0,36.0,23.0,10.0,7.0,5.0,11.0,7.0
